41.0783,-0.19793,0.546882,0.957507,0.964889
41.0794,-0.1999,0.546882,0.957507,0.964889
41.0794,-0.20039,0.546882,0.957507,0.964889
41.0791,-0.20095,0.546882,0.957507,0.964889
41.0786,-0.20192,0.546882,0.957507,0.964889
41.0786,-0.20278,0.546882,0.957507,0.964889
41.0788,-0.20393,0.546882,0.957507,0.964889
41.0793,-0.20483,0.546882,0.957507,0.964889
41.0806,-0.20531,0.546882,0.957507,0.964889
41.082,-0.20556,0.546882,0.957507,0.964889
41.0824,-0.20627,0.546882,0.957507,0.964889
41.0824,-0.20694,0.546882,0.957507,0.964889
41.0818,-0.20754,0.546882,0.957507,0.964889
41.0811,-0.2078,0.546882,0.957507,0.964889
41.0802,-0.20861,0.546882,0.957507,0.964889
41.0799,-0.20938,0.546882,0.957507,0.964889
41.0802,-0.21013,0.546882,0.957507,0.964889
41.0818,-0.21054,0.546882,0.957507,0.964889
41.0834,-0.2108,0.546882,0.957507,0.964889
41.0839,-0.21016,0.546882,0.957507,0.964889
41.0843,-0.21086,0.546882,0.957507,0.964889
41.0843,-0.21147,0.546882,0.957507,0.964889
41.0841,-0.21237,0.546882,0.957507,0.964889
41.0835,-0.21295,0.546882,0.957507,0.964889
41.0825,-0.21288,0.546882,0.957507,0.964889
41.0817,-0.21273,0.546882,0.957507,0.964889
41.0809,-0.21245,0.546882,0.957507,0.964889
41.0802,-0.21202,0.546882,0.957507,0.964889
41.0795,-0.21149,0.546882,0.957507,0.964889
41.079,-0.21095,0.546882,0.957507,0.964889
41.079,-0.21018,0.546882,0.957507,0.964889
41.0792,-0.20943,0.546882,0.957507,0.964889
41.0793,-0.20878,0.546882,0.957507,0.964889
41.0789,-0.20814,0.546882,0.957507,0.964889
41.0785,-0.2075,0.546882,0.957507,0.964889
41.0781,-0.20713,0.546882,0.957507,0.964889
41.0776,-0.20739,0.546882,0.957507,0.964889
41.0773,-0.20752,0.546882,0.957507,0.964889
41.0768,-0.2058,0.546882,0.957507,0.964889
41.0763,-0.20391,0.546882,0.957507,0.964889
41.0759,-0.2022,0.546882,0.957507,0.964889
41.0755,-0.20035,0.546882,0.957507,0.964889
41.0752,-0.19913,0.546882,0.957507,0.964889
41.0748,-0.19775,0.546882,0.957507,0.964889
41.0742,-0.19563,0.546882,0.957507,0.964889
41.0735,-0.1929,0.546882,0.957507,0.964889
41.0739,-0.19278,0.546882,0.957507,0.964889
41.074,-0.19312,0.546882,0.957507,0.964889
41.0741,-0.19336,0.546882,0.957507,0.964889
41.075,-0.194,0.546882,0.957507,0.964889
41.076,-0.19415,0.546882,0.957507,0.964889
41.0766,-0.1949,0.546882,0.957507,0.964889
41.0772,-0.19608,0.546882,0.957507,0.964889
41.0783,-0.19793,0.546882,0.957507,0.964889
